City Name,Consumption of Electricity (in lakh units) Domestic purpose,Consumption of Electricity (in lakh units) Commercial purpose,Consumption of Electricity (in lakh units) Industry purpose,Consumption of Electricity (in lakh units)                 Public Water Work and Street Light,Consumption of Electricity (in lakh units) Others,Total Consumption
Port Blair,6360108.00,1304750.00,1281693.00,309981.00,2095012.00,11351544.00
