City Name,Consumption of Electricity (in lakh units)-Domestic purpose/ Month,Consumption of Electricity (in lakh units)-Commercial purpose/ Month,Consumption of Electricity (in lakh units)-Industry purpose/ Month,Consumption of Electricity (in lakh units)-Public Water Work & Street Light/ Month,Consumption of Electricity (in lakh units)-Others/ Month,Consumption of Electricity (in lakh units)-Total Consumption/ Month
Aurangabad Maharashtra  2017-18,275.07,83.97,121.08,18.38,19.12,517.62
