City Name,Consumption of Electricity in lakh units-Domestic purpose 2018-19-upto dec18,Consumption of Electricity in lakh units-Commercial purpose2018-19-upto dec18,Consumption of Electricity in lakh units-Industry purpose 2018-19-upto dec18,Consumption of Electricity in lakh units-Public Water Work And Street Light 2018-19-upto dec18,Consumption of Electricity  in lakh units-Others 2018-19-upto dec18,Consumption of Electricity in lakh units -Total Consumption 2018-19-upto dec18
Kanpur Nagar,125010.1,2702.3,5745,978.4,2627.7,24563.5
