City Name,Consumption of Electricity (in lakh units) Domestic purpose,Consumption of Electricity (in lakh units) Commercial purpose,Consumption of Electricity (in lakh units) Industry purpose,Consumption of Electricity (in lakh units) Public Water Work & Street Light,Consumption of Electricity (in lakh units) Others,Consumption of Electricity (in lakh units) Total Consumption
Udaipur,2299.19,1700.93,2162.11,252.47,229.52,6744.04
